NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
4240,crc,guuzduudi,9,011001110111010101110101011110100110010001110101011101010110010001101001,72,01100111011101010111010101111010011001000111010101110101011001000110100101111001110001001110101011011011,104,01100111011101010111010101111000011001000111010101110101011001000110100101111001110001001110101011011011,0.01,1
4241,crc,rbmuroson,9,011100100110001001101101011101010111001001101111011100110110111101101110,72,01110010011000100110110101110101011100100110111101110011011011110110111011100101100100110101000010101000,104,01110010011000100110110101110101011100100111111101110011011011110110111111100101100100110101000010101000,0.01,2
4242,crc,gydxwehzk,9,011001110111100101100100011110000111011101100101011010000111101001101011,72,01100111011110010110010001111000011101110110010101101000011110100110101111111011111000100001110111111000,104,01100111011110010110010001111000011101110110010101101000011110100110101111111011111000100001110111111000,0.01,0
4243,crc,yiwdcjzqhffa,12,011110010110100101110111011001000110001101101010011110100111000101101000011001100110011001100001,96,01111001011010010111011101100100011000110110101001111010011100010110100001100110011001100110000101011000110001100011110101000100,128,01111001011010010111011101100100011000110110101001111010011100010110100001110110011001100110010101011000110001100011110101000100,0.01,2
4244,crc,hxkbjdjesqzumk,14,0110100001111000011010110110001001101010011001000110101001100101011100110111000101111010011101010110110101101011,112,011010000111100001101011011000100110101001100100011010100110010101110011011100010111101001110101011011010110101110010101110100001100101010000111,144,011010000111100001101011011000100110101001100100011010100110010101110011011100010111101001110101011011010110100110010101110100000100101010000111,0.01,2
4245,crc,uvbwmmalrcxxcr,14,0111010101110110011000100111011101101101011011010110000101101100011100100110001101111000011110000110001101110010,112,011101010111011001100010011101110110110101101101011000010110110001110010011000110111100001111000011000110111001011110011101111101110010101101110,144,011101010111011001100010011101110110110101101101111000010110110001110010011000010111100001111000011000010111001011010011100111101110010101101110,0.01,5
4246,crc,mgzluvhtqiggj,13,01101101011001110111101001101100011101010111011001101000011101000111000101101001011001110110011101101010,104,0110110101100111011110100110110001110101011101100110100001110100011100010110100101100111011001110110101001111101000010010001110100000001,136,0110110101100111011110110110110001110101011101100110100001110100011100010110100101100111011001110110101001111101000010010001110100000001,0.01,1
4247,crc,haobznbwrh,10,01101000011000010110111101100010011110100110111001100010011101110111001001101000,80,0110100001100001011011110110001001111010011011100110001001110111011100100110100001101101000010100000001000000110,112,0110100001100000011011110110001001111010011011100110001001110111011100100110100001101101000010100000001000000110,0.01,1
4248,crc,dbznwgmiiwnmv,13,01100100011000100111101001101110011101110110011101101101011010010110100101110111011011100110110101110110,104,0110010001100010011110100110111001110111011001110110110101101001011010010111011101101110011011010111011000010100001101001110010010110000,136,0110010001100010011110100110111001110101011001111110110101101001011010010111011101101110011011010111011000010100001101001110010010110000,0.01,2
4249,crc,tmlbbktxojscy,13,01110100011011010110110001100010011000100110101101110100011110000110111101101010011100110110001101111001,104,0111010001101101011011000110001001100010011010110111010001111000011011110110101001110011011000110111100100110010000111010101001110010001,136,0111010001101101011011000110001001100010011010110111010001111000011011110110101001110011011000110110100100110010000111010101001110010001,0.01,1
4250,crc,aopmgoluohfiuyy,15,011000010110111101110000011011010110011101101111011011000111010101101111011010000110011001101001011101010111100101111001,120,01100001011011110111000001101101011001110110111101101100011101010110111101101000011001100110100101110101011110010111100110110001101010011010110010010000,152,01100001011011110111000001101101011001110010111101101100011101010110111101101000011001100110100101110101011110010111100110110001101010011010110010010000,0.01,1
4251,crc,axefa,5,0110000101111000011001010110011001100001,40,011000010111100001100101011001100110000110001011111101011011010110110111,72,011000010111100001100101011001100110000110001010111101011011010110110111,0.01,1
4252,crc,olsbhlgl,8,0110111101101100011100110110001001101000011011000110011101101100,64,011011110110110001110011011000100110100001101100011001110110110010011111010111000010110100010110,96,011011110110110001110011011000100110100001101100111001110110110010011111010111000110110100010110,0.01,2
4253,crc,hirbhpwqhtjjchp,15,011010000110100101110010011000100110100001110000011101110111000101101000011101000110101001101010011000110110100001110000,120,01101000011010010111001001100010011010000111000001110111011100010110100001110100011010100110101001100011011010000111000010010110000010111101110001110001,152,01101000011010010111001001100010011010000111000001110111011100010110100001110100011010100110001001100011011010000111000010010110000010011101110001110001,0.01,2
4254,crc,kutjft,6,011010110111010101110100011010100110011001110100,48,01101011011101010111010001101010011001100111010000100111000100010011000110111100,80,01101011011101010111010001101010011001100111010000110111000100010011000110111100,0.01,1
4255,crc,jptcfsycsgxty,13,01101010011100000111010001100011011001100111001101111001011000110111001101100111011110000111010001111001,104,0110101001110000011101000110001101100110011100110111100101100011011100110110011101111000011101000111100110110001011001000111101001111010,136,0110101001110000011101000110001101100110011100110101100101100011011100110010011101111000011101000111100110110000011001000111101001111010,0.01,3
4256,crc,qwtzenemxr,10,01110001011101110111010001111010011001010110111001100101011011010111100001110010,80,0111000101110111011101000111101001100101011011100110010101101101011110000111001001100101111000001101001110101010,112,0111000101110111011101000111101001100101011011100110010101101101011110000111001001100101111000001101001110101010,0.01,0
4257,crc,wciuvatnseyzin,14,0111011101100011011010010111010101110110011000010111010001101110011100110110010101111001011110100110100101101110,112,011101110110001101101001011101010111011001100001011101000110111001110011011001010111100101111010011010010110111000011001011100101010111101100011,144,011101110110001101101001011101010111011001100001111101000110111001110011011001010111100101111010011010010110111000011001011100101010111100100011,0.01,2
4258,crc,jqoagotbrkgyk,13,01101010011100010110111101100001011001110110111101110100011000100111001001101011011001110111100101101011,104,0110101001110001011011110110000101100111011011110111010001100010011100100110101101100111011110010110101100010011110111000101101010100101,136,0110101000110001011011110110000101100111011011110111010001100010011100100110101101100111011110010110101100010011110111000101101110010101,0.01,4
4259,crc,qmiwdibdik,10,01110001011011010110100101110111011001000110100101100010011001000110100101101011,80,0111000101101101011010010111011101100100011010010110001001100100011010010110101100000110101011111101100100101100,112,0111000101101101011010010111011101100100011010010110001001100110011010010110101100000110101011111101100100101100,0.01,1
4260,crc,aqmvfdmjpaz,11,0110000101110001011011010111011001100110011001000110110101101010011100000110000101111010,88,011000010111000101101101011101100110011001100100011011010110101001110000011000010111101011110010101110001101001011001010,120,011000010111000101101101011101100110011001100100011011010110101001110000011000010111101011110010101110001101001011001010,0.01,0
4261,crc,gisjjo,6,011001110110100101110011011010100110101001101111,48,01100111011010010111001101101010011010100110111101001110110001000011010100011101,80,01100011011010010111001101101010011010100110111101001110110001000011010100011101,0.01,1
4262,crc,iocoucocdby,11,0110100101101111011000110110111101110101011000110110111101100011011001000110001001111001,88,011010010110111101100011011011110111010101100011011011110110001101100100011000100111100100111111110110101101000010010010,120,011010010110111101100011011011110111010101100011011011110110001101100100011000100111100100111111110110001101000010010010,0.01,1
4263,crc,imbgizabotu,11,0110100101101101011000100110011101101001011110100110000101100010011011110111010001110101,88,011010010110110101100010011001110110100101111010011000010110001001101111011101000111010101100101111000010110010110101001,120,011010010010110101100010011001110110100101111010111000010110001001101111011101000111010101100101111000010110010110101001,0.01,2
4264,crc,jpqxsdbnte,10,01101010011100000111000101111000011100110110010001100010011011100111010001100101,80,0110101001110000011100010111100001110011011001000110001001101110011101000110010100101110011110000110111000111101,112,0110101001110000011100010111100001110011011001000110001001101110011101000110010100101110011110000110111000111101,0.01,0
